Category,Company,Slogan,Logo_Link,Logo_File,r,g,b
company,BenQ,Enjoyment Matters.,https://www.sloganlist.com/upfile/201904/2019042804620360.png,images/company/BenQ.png,76,44,148
company,Zerodha,The Discount Brokerage.,https://www.sloganlist.com/upfile/201904/2019041380084161.jpg,images/company/Zerodha.jpg,58,125,201
company,Amul,The Taste of India,https://www.sloganlist.com/upfile/201904/2019042440574769.png,images/company/Amul.png,228,4,20
company,Tata Consultancy Services,Experience certainty,https://www.sloganlist.com/upfile/201904/2019040666756173.png,images/company/Tata_Consultancy_Services.png,76,108,172
company,Royal Mail Lines,Everywhere by sea,https://www.sloganlist.com/upfile/201904/2019040666841593.png,images/company/Royal_Mail_Lines.png,225,221,194
company,EMC,Where information lives,https://www.sloganlist.com/upfile/202009/2020091735296937.png,images/company/EMC.png,52,148,212
company,CACI,Always Vigilant.,https://www.sloganlist.com/upfile/202009/2020091735432925.png,images/company/CACI.png,240,75,82
company,Bharti Airtel,Express Yourself,https://www.sloganlist.com/upfile/201904/2019040667288201.png,images/company/Bharti_Airtel.png,228,4,20
company,ABC Supply,Make It easy,https://www.sloganlist.com/upfile/201904/2019040667461657.png,images/company/ABC_Supply.png,21,75,133
company,Office Depot,Taking Care of Business,https://www.sloganlist.com/upfile/201904/2019040667652249.png,images/company/Office_Depot.png,204,4,4
company,Adobe Inc.,âSimplicity at work,https://www.sloganlist.com/upfile/201904/2019040667758657.png,images/company/Adobe_Inc..png,236,28,36
company,GlaxoSmithKline(GSK),Glaxo builds bonny babies,https://www.sloganlist.com/upfile/201904/2019040667937145.png,images/company/GlaxoSmithKline(GSK).png,245,118,31
company,Kenwood,Listen to the Future.,https://www.sloganlist.com/upfile/201901/2019013084315097.png,images/company/Kenwood.png,36,28,28
company,Komus (company),Confidence Since Childhood!,https://www.sloganlist.com/upfile/201901/2019012537889765.png,images/company/Komus_(company).png,228,7,7
company,Konica Minolta,The Essentials of Imaging.,https://www.sloganlist.com/upfile/201901/2019012453987517.png,images/company/Konica_Minolta.png,28,136,202
company,Mettler Toledo,"âNo Springs, Honest Weight.",https://www.sloganlist.com/upfile/201901/2019012440487593.png,images/company/Mettler_Toledo.png,68,148,36
company,Lotte Corporation,The sweetheart of your mouth,https://www.sloganlist.com/upfile/201901/2019012440852501.png,images/company/Lotte_Corporation.png,236,25,32
company,Soriana,"Do hyper, and save!",https://www.sloganlist.com/upfile/201901/2019012156314125.png,images/company/Soriana.png,187,196,51
company,Sharp Corporation,Be original.,https://www.sloganlist.com/upfile/202009/2020091734246609.png,images/company/Sharp_Corporation.png,236,52,52
company,Pioneer Corporation,sound.vision.soul.,https://www.sloganlist.com/upfile/201901/2019011040318953.png,images/company/Pioneer_Corporation.png,172,4,52
company,Astellas Pharma,Leading Light for Life.,https://www.sloganlist.com/upfile/202009/2020091733295193.png,images/company/Astellas_Pharma.png,202,22,63
company,SFR,SFR change.,https://www.sloganlist.com/upfile/201901/2019010463143549.png,images/company/SFR.png,184,4,12
company,BUT,BUT is us!,https://www.sloganlist.com/upfile/201901/2019010440004393.png,images/company/BUT.png,227,4,26
company,Bombardier Inc.,Evolution of Mobility.,https://www.sloganlist.com/upfile/201901/2019010341178109.png,images/company/Bombardier_Inc..png,36,28,36
company,Sara Lee Corporation,Nobody does it like Sara Lee.,https://www.sloganlist.com/upfile/201812/2018122865105301.png,images/company/Sara_Lee_Corporation.png,242,6,43
company,Pickfords,The careful movers.,https://www.sloganlist.com/upfile/202009/2020091733041587.png,images/company/Pickfords.png,6,14,104
company,Nokia,Connecting People,https://www.sloganlist.com/upfile/201901/2019010682021473.png,images/company/Nokia.png,28,67,156
company,Mobil,We want you to live.,https://www.sloganlist.com/upfile/201901/2019010681949641.png,images/company/Mobil.png,4,108,180
company,Lenovo,New World. New Thinking.,https://www.sloganlist.com/upfile/201901/2019010681888473.png,images/company/Lenovo.png,228,20,11
company,JVC,The Perfect Experience.,https://www.sloganlist.com/upfile/201901/2019010681823361.png,images/company/JVC.png,252,4,4
company,Hitachi,Inspire the Next.,https://www.sloganlist.com/upfile/201810/2018102546499717.png,images/company/Hitachi.png,60,60,60
company,Olfa,Best made cutting tools in the world.,https://www.sloganlist.com/upfile/201810/2018102456240997.png,images/company/Olfa.png,9,7,8
company,Stihl,Not just for professionals.,https://www.sloganlist.com/upfile/202009/2020091680108513.png,images/company/Stihl.png,244,100,20
company,Craftsman,America's most trusted tool brand.,https://www.sloganlist.com/upfile/201810/2018102455587417.png,images/company/Craftsman.png,236,44,61
company,Makita,Power tools for the long run.,https://www.sloganlist.com/upfile/202009/2020091680503865.png,images/company/Makita.png,236,28,36
company,Dremel,Tools for the imagination.,https://www.sloganlist.com/upfile/201810/2018102455113809.png,images/company/Dremel.png,4,84,148
company,Ridgid,We build reputations.,https://www.sloganlist.com/upfile/201810/2018102455029217.png,images/company/Ridgid.png,220,36,44
company,Knipex,The think tank.,https://www.sloganlist.com/upfile/202009/2020091680825257.png,images/company/Knipex.png,236,27,32
company,Bahco,"True professionals, true tools.",https://www.sloganlist.com/upfile/202009/2020091681002937.png,images/company/Bahco.png,228,108,40
company,Leatherman,Leave nothing undone.,https://www.sloganlist.com/upfile/202009/2020091681150457.png,images/company/Leatherman.png,48,49,59
company,Gray Tools,The highest standard. Yours.,https://www.sloganlist.com/upfile/202009/2020091681241353.png,images/company/Gray_Tools.png,14,87,152
company,Kobalt,Next generation of tough tools.,https://www.sloganlist.com/upfile/202009/2020091681781009.png,images/company/Kobalt.png,24,36,84
company,Metabo,Work. Don't play.,https://www.sloganlist.com/upfile/201810/2018102454217121.png,images/company/Metabo.png,44,68,68
company,Ryobi,Power tools that won't quit.,https://www.sloganlist.com/upfile/201810/2018102454098589.png,images/company/Ryobi.png,252,44,20
company,Hilti,"Quality, never compromised.",https://www.sloganlist.com/upfile/201810/2018102453942249.png,images/company/Hilti.png,236,28,36
company,Porter-Cable,Redefining performance.,https://www.sloganlist.com/upfile/201810/2018102453822077.png,images/company/Porter-Cable.png,228,30,55
company,Skil,Do it right. Do it with Skil.,https://www.sloganlist.com/upfile/202009/2020091681918193.png,images/company/Skil.png,252,4,4
company,DeWalt,Guaranteed tough tools.,https://www.sloganlist.com/upfile/201810/2018102453595717.png,images/company/DeWalt.png,250,186,27
company,Bosch,Invented for life.,https://www.sloganlist.com/upfile/202009/2020091682332729.png,images/company/Bosch.png,105,106,105
company,Black & Decker,Does it better.,https://www.sloganlist.com/upfile/201810/2018102453169105.png,images/company/Black_&_Decker.png,226,82,35
company,Crayola,The white one is useless.,https://www.sloganlist.com/upfile/201901/2019010681424489.png,images/company/Crayola.png,54,124,75
company,Samsung,Do What You Can't.,https://www.sloganlist.com/upfile/201810/2018101557048173.png,images/company/Samsung.png,4,76,164
company,Ernst & Young,Quality In Everything We Do,https://www.sloganlist.com/upfile/202009/2020091679416737.png,images/company/Ernst_&_Young.png,252,231,17
company,The Walt Disney Company,Dreams Come True,https://www.sloganlist.com/upfile/201810/2018101539388357.png,images/company/The_Walt_Disney_Company.png,36,28,36
company,Olympus Corporation,"Your Vision, Our Future.",https://www.sloganlist.com/upfile/202009/2020091679620097.png,images/company/Olympus_Corporation.png,28,36,132
company,Lowe's,Letâs Build Something Together.,https://www.sloganlist.com/upfile/202009/2020091679825297.png,images/company/Lowe's.png,201,212,225
company,Haier,Inspired Living,https://www.sloganlist.com/upfile/201810/2018101536962233.png,images/company/Haier.png,36,68,124
company,Sherwin Williams,Cover the earth.,https://www.sloganlist.com/upfile/202009/2020090836707541.png,images/company/Sherwin_Williams.png,203,79,76
company,Ricoh,How well do you share?,https://www.sloganlist.com/upfile/202009/2020090836812161.png,images/company/Ricoh.png,220,4,60
company,Fuji film,Do you speak Fuji?,https://www.sloganlist.com/upfile/202009/2020090836957361.png,images/company/Fuji_film.png,204,68,44
company,Polaroid,The fun develops instantly.,https://www.sloganlist.com/upfile/201810/2018101343823881.png,images/company/Polaroid.png,36,28,28
company,Essar Group,Gas and Beyond,https://www.sloganlist.com/upfile/201810/2018101342626849.png,images/company/Essar_Group.png,236,68,59
company,Cuisinart,From a Savory beginning to a Sweet ending,https://www.sloganlist.com/upfile/201810/2018101259493537.png,images/company/Cuisinart.png,36,28,28
company,Fisher-Price,"Oh, The Possibilities.",https://www.sloganlist.com/upfile/202009/2020090837370313.png,images/company/Fisher-Price.png,252,7,7
company,Jeppesen,New Technology. Same Approach.,https://www.sloganlist.com/upfile/201810/2018101257701333.png,images/company/Jeppesen.png,4,4,4
company,John Deere,Nothing runs like a Deere.,https://www.sloganlist.com/upfile/202009/2020090837483813.png,images/company/John_Deere.png,73,141,40
company,BOSE,Better sound through research.,https://www.sloganlist.com/upfile/202009/2020090837642385.png,images/company/BOSE.png,10,10,10
company,Kmart,The stuff of life.,https://www.sloganlist.com/upfile/202009/2020090837755005.png,images/company/Kmart.png,236,44,44
company,Argo,The Ultimate Off-Road Adventure.,https://www.sloganlist.com/upfile/202009/2020090837894381.png,images/company/Argo.png,235,29,32
company,PFIZER,Life is our lifeâs work.,https://www.sloganlist.com/upfile/202009/2020090837995569.png,images/company/PFIZER.png,186,228,247
company,Torrent Power,Transforming Life,https://www.sloganlist.com/upfile/201810/2018100784564793.png,images/company/Torrent_Power.png,116,115,108
company,Dow Chemical Company,Living Improved Daily.,https://www.sloganlist.com/upfile/201810/2018100783967697.png,images/company/Dow_Chemical_Company.png,236,60,68
company,Nikon,At the heart of the image.,https://www.sloganlist.com/upfile/201901/2019010681606641.png,images/company/Nikon.png,37,32,15
company,Nutella,Hazelnut Spread with Skim Milk and Cocoa.,https://www.sloganlist.com/upfile/201810/2018100753679001.png,images/company/Nutella.png,228,4,20
company,Evergreen Solar,Think ever green,https://www.sloganlist.com/upfile/202008/2020083054468777.png,images/company/Evergreen_Solar.png,159,156,149
company,GAIL,Gas and Beyond.,https://www.sloganlist.com/upfile/202008/2020083054198397.png,images/company/GAIL.png,49,51,40
company,DHL,EXCELLENCE. SIMPLY DELIVERED.,https://www.sloganlist.com/upfile/201810/2018100642932777.png,images/company/DHL.png,209,27,46
company,Morton Salt,"When it rains, it pours.",https://www.sloganlist.com/upfile/202008/2020083054067957.png,images/company/Morton_Salt.png,166,171,200
company,Chevron Corporation,Human Energy.,https://www.sloganlist.com/upfile/202008/2020083053767277.png,images/company/Chevron_Corporation.png,224,21,36
company,VIDEOCON,The Indian Multinational.,https://www.sloganlist.com/upfile/202008/2020083053661357.png,images/company/VIDEOCON.png,105,175,60
company,Fannie Mae,Our business is the American dream.,https://www.sloganlist.com/upfile/202008/2020083053570225.png,images/company/Fannie_Mae.png,12,36,76
company,H&R Block,Just plain smart.,https://www.sloganlist.com/upfile/202008/2020083053476829.png,images/company/H&R_Block.png,136,192,75
company,Bayer Aspirin,Bayer works wonders.,https://www.sloganlist.com/upfile/202008/2020083053369445.png,images/company/Bayer_Aspirin.png,190,189,190
company,Petronas,10 Years In Formula One The World Is Watching Us,https://www.sloganlist.com/upfile/202008/2020083053124633.png,images/company/Petronas.png,30,170,158
company,Gillette,The Best a Man Can Get.,https://www.sloganlist.com/upfile/202008/2020083052904293.png,images/company/Gillette.png,4,28,68
company,Ace Hardware,The helpful place.,https://www.sloganlist.com/upfile/202008/2020083052677397.png,images/company/Ace_Hardware.png,207,6,38
company,Amway,Weâre Listening,https://www.sloganlist.com/upfile/202008/2020083052482529.png,images/company/Amway.png,4,76,132
company,Land O'Lakes,Soft from the fridge for easier baking.,https://www.sloganlist.com/upfile/202008/2020083052348937.png,images/company/Land_O'Lakes.png,94,236,7
company,comScore,Analytics for Digital World,https://www.sloganlist.com/upfile/202008/2020083052202629.png,images/company/comScore.png,82,204,235
company,STAPLES,that was easy.,https://www.sloganlist.com/upfile/201809/2018093046779013.png,images/company/STAPLES.png,204,4,4
company,Lukoil,Always Moving Forward,https://www.sloganlist.com/upfile/201809/2018093042979825.png,images/company/Lukoil.png,228,40,63
company,Reliance Communications,Total Network,https://www.sloganlist.com/upfile/202008/2020083037549149.png,images/company/Reliance_Communications.png,4,62,164
company,OfficeMax,Max means more,https://www.sloganlist.com/upfile/202008/2020083037331325.png,images/company/OfficeMax.png,4,4,4
company,Kodak,Share moments. Share life.,https://www.sloganlist.com/upfile/202008/2020083037160901.png,images/company/Kodak.png,236,4,4
company,Zellers,Everything from A to Z.,https://www.sloganlist.com/upfile/202008/2020083036768285.png,images/company/Zellers.png,236,28,44
company,Danaher,Building Businesses.,https://www.sloganlist.com/upfile/202008/2020083036534509.png,images/company/Danaher.png,4,60,124
company,Energizer,"It Keeps Going, and Going, and Going...",https://www.sloganlist.com/upfile/201809/2018092374754833.png,images/company/Energizer.png,4,4,4
company,John Lewis,Never Knowingly Undersold.,https://www.sloganlist.com/upfile/201809/2018092373443161.png,images/company/John_Lewis.png,6,6,6
company,Tesco,Every Little Helps.,https://www.sloganlist.com/upfile/201809/2018092373083337.png,images/company/Tesco.png,8,86,165
household,Rowenta,Enjoy Technology,https://www.sloganlist.com/upfile/202101/2021011285195753.png,images/household/Rowenta.png,15,14,14
household,Moulinex,liberator of women,https://www.sloganlist.com/upfile/202101/2021011285451801.png,images/household/Moulinex.png,247,4,51
household,Zyliss,Zig-Zig Zyliss,https://www.sloganlist.com/upfile/202101/2021011285677689.png,images/household/Zyliss.png,28,45,64
household,Tefal,make your everyday life easier,https://www.sloganlist.com/upfile/202101/2021011154554605.png,images/household/Tefal.png,220,4,20
household,Thermador,Real Innovations for Real Cooks,https://www.sloganlist.com/upfile/202101/2021011154874437.png,images/household/Thermador.png,7,7,8
household,WMF Group,Designed for performance. Made for a lifetime,https://www.sloganlist.com/upfile/202101/2021011155016469.png,images/household/WMF_Group.png,28,28,20
household,Dacor,The Life of the Kitchen.,https://www.sloganlist.com/upfile/202101/2021011083070745.png,images/household/Dacor.png,14,13,13
household,Breville,Weâre Food Thinkers!,https://www.sloganlist.com/upfile/202101/2021011082600089.png,images/household/Breville.png,4,4,4
household,AEG,itâs a philosophy,https://www.sloganlist.com/upfile/202101/2021010984632721.png,images/household/AEG.png,228,36,36
household,De'Longhi,Better Everyday,https://www.sloganlist.com/upfile/202101/2021010983648409.png,images/household/De'Longhi.png,194,206,228
household,Lano soap,Lano for liten og Lano for stor,https://www.sloganlist.com/upfile/202009/2020091839458725.png,images/household/Lano_soap.png,211,95,114
household,Caswell-Massey,America's original,https://www.sloganlist.com/upfile/202009/2020091838843797.png,images/household/Caswell-Massey.png,4,4,4
household,Scrubbing Bubbles,We work hard so you don't have to!,https://www.sloganlist.com/upfile/202009/2020091838106413.png,images/household/Scrubbing_Bubbles.png,179,179,179
household,Rinso,"Rinso white, Rinso bright",https://www.sloganlist.com/upfile/202009/2020091837718897.png,images/household/Rinso.png,231,224,20
household,Cheer,Cleans Clothes Bright,https://www.sloganlist.com/upfile/202009/2020091834888021.png,images/household/Cheer.png,19,13,73
household,Dettol,"Keep the memories, but not the bacteria",https://www.sloganlist.com/upfile/202009/2020091655348417.png,images/household/Dettol.png,5,77,150
household,Deltec Homes,Circular Structures That Last,https://www.sloganlist.com/upfile/202006/2020062785278889.png,images/household/Deltec_Homes.png,132,172,84
household,Pella,Viewed to be the Best.,https://www.sloganlist.com/upfile/202006/2020062083757313.png,images/household/Pella.png,242,227,83
household,Ecos Detergents,Earth Friendly Products,https://www.sloganlist.com/upfile/202006/2020061734122753.png,images/household/Ecos_Detergents.png,11,102,163
household,Bissell,We mean clean.,https://www.sloganlist.com/upfile/202006/2020061239191185.png,images/household/Bissell.png,4,4,4
household,Dirt Devil,Nothing escapes the power of a Dirt Devil,https://www.sloganlist.com/upfile/202006/2020061186271001.png,images/household/Dirt_Devil.png,236,36,36
household,Dreft,For a Clean You Can Trust,https://www.sloganlist.com/upfile/202006/2020060402443948.png,images/household/Dreft.png,241,113,127
household,Comfort (fabric softener),Comfort makes a good clothes day,https://www.sloganlist.com/upfile/202006/2020060402808742.png,images/household/Comfort_(fabric_softener).png,36,36,116
household,Andrex,How Andrex do you feel?,https://www.sloganlist.com/upfile/201907/2019071038335125.png,images/household/Andrex.png,216,221,229
household,Swiffer,Swiffer gives cleaning a whole new meaning.,https://www.sloganlist.com/upfile/201903/2019031456310877.png,images/household/Swiffer.png,24,86,144
household,Ty-D-Bol,Clean You Can See!,https://www.sloganlist.com/upfile/201903/2019031456135501.jpg,images/household/Ty-D-Bol.jpg,23,84,141
household,Woolite,Clothes look new for longer.,https://www.sloganlist.com/upfile/201903/2019031455936765.png,images/household/Woolite.png,35,56,131
household,Calgon,"Calgon, take me away!",https://www.sloganlist.com/upfile/202009/2020091834387065.png,images/household/Calgon.png,95,104,152
household,Lysol,Healthing,https://www.sloganlist.com/upfile/201903/2019031455198625.png,images/household/Lysol.png,207,210,220
household,Mr Sheen,Mr Sheen shines umpteen things clean.,https://www.sloganlist.com/upfile/201903/2019031454939093.png,images/household/Mr_Sheen.png,236,222,221
household,Pledge,Keeping your furniture clean and beautiful.,https://www.sloganlist.com/upfile/201903/2019031454600081.png,images/household/Pledge.png,94,128,163
household,Bounty,The Quicker Picker Upper.,https://www.sloganlist.com/upfile/201903/2019031454384453.png,images/household/Bounty.png,186,198,175
household,Pepsodent,Gets Your Teeth Their Whitest.,https://www.sloganlist.com/upfile/202008/2020082939720781.png,images/household/Pepsodent.png,206,206,223
household,Ipana,it's dandy for your teeth!,https://www.sloganlist.com/upfile/201902/2019022654112769.png,images/household/Ipana.png,11,88,166
household,Arm & Hammer,The standard of purity,https://www.sloganlist.com/upfile/201902/2019022653799801.png,images/household/Arm_&_Hammer.png,214,58,94
household,PlayStation,eNoS Lives.,https://www.sloganlist.com/upfile/201912/2019120440233701.png,images/household/PlayStation.png,60,60,60
household,Neff GmbH,all around heat is more.,https://www.sloganlist.com/upfile/202008/2020082939286717.png,images/household/Neff_GmbH.png,180,4,52
household,Miele,Miele. Er is geen betere.,https://www.sloganlist.com/upfile/201912/2019120440286817.png,images/household/Miele.png,252,4,4
household,Domestos,Millions of Germs Will Die.,https://www.sloganlist.com/upfile/201912/2019120440337065.png,images/household/Domestos.png,60,129,192
household,Whiskas,What cats want.,https://www.sloganlist.com/upfile/202008/2020082938953173.png,images/household/Whiskas.png,140,44,132
household,Pfaff,Feel the creative energy.,https://www.sloganlist.com/upfile/202008/2020082938790533.png,images/household/Pfaff.png,218,37,57
household,Janome,Believe in your creativity.,https://www.sloganlist.com/upfile/202008/2020082938528513.png,images/household/Janome.png,236,44,76
household,Bernina,Made to create.,https://www.sloganlist.com/upfile/202008/2020082938360413.png,images/household/Bernina.png,236,27,35
household,Febreze,Breathe happy.,https://www.sloganlist.com/upfile/202008/2020082938163937.png,images/household/Febreze.png,44,84,140
household,Ambi Pur,Ambi Pur. Breathe happy.,https://www.sloganlist.com/upfile/202008/2020082937889085.png,images/household/Ambi_Pur.png,35,61,110
household,Air Wick,It's good to be home.,https://www.sloganlist.com/upfile/202008/2020082937466577.png,images/household/Air_Wick.png,40,147,61
household,Glade,Open up and invite life in.,https://www.sloganlist.com/upfile/202008/2020082936415321.png,images/household/Glade.png,4,35,82
tours,TUI Group,Discover your smile,https://www.sloganlist.com/upfile/202102/2021020867668321.png,images/tours/TUI_Group.png,244,196,199
tours,Cruise Specialists,âDedicated to luxury cruising.,https://www.sloganlist.com/upfile/202007/2020071738826405.png,images/tours/Cruise_Specialists.png,44,44,76
tours,Thomas Cook Group,"Don't just book it, Thomas Cook it.",https://www.sloganlist.com/upfile/202006/2020062940157161.png,images/tours/Thomas_Cook_Group.png,252,205,19
tours,Wightlink,Key to the island.,https://www.sloganlist.com/upfile/202006/2020061081454121.png,images/tours/Wightlink.png,4,84,156
tours,NorthLink Ferries,Here to get you there.,https://www.sloganlist.com/upfile/202006/2020061081711689.png,images/tours/NorthLink_Ferries.png,164,187,190
tours,Stena Line,Making good time,https://www.sloganlist.com/upfile/202005/2020052483066113.png,images/tours/Stena_Line.png,219,52,52
tours,Mountain Madness,Everytime. No Exceptions.,https://www.sloganlist.com/upfile/202005/2020051439195245.png,images/tours/Mountain_Madness.png,75,71,74
tours,Expedia,Donât just travel. Travel right.,https://www.sloganlist.com/upfile/202005/2020051439365937.png,images/tours/Expedia.png,192,165,22
tours,Hong Kong Tourism Board (HKTB),Hong Kong will take your breath away!,https://www.sloganlist.com/upfile/202005/2020050602490290.png,images/tours/Hong_Kong_Tourism_Board_(HKTB).png,237,36,44
tours,Greyhound Lines,Go Greyhound and Leave the Driving to Us!,https://www.sloganlist.com/upfile/201907/2019071303618985.png,images/tours/Greyhound_Lines.png,4,4,4
tours,Home Inn,your home away from home.,https://www.sloganlist.com/upfile/201905/2019051706835001.png,images/tours/Home_Inn.png,221,55,62
tours,Travelocity,Wander Wisely.,https://www.sloganlist.com/upfile/201905/2019050471395489.png,images/tours/Travelocity.png,244,124,36
tours,Arriva Sapphire,Get there in style with Arriva,https://www.sloganlist.com/upfile/201904/2019042441869085.png,images/tours/Arriva_Sapphire.png,84,92,92
tours,Nor-Way Bussekspress,A bus for everybody,https://www.sloganlist.com/upfile/201901/2019012060998657.jpg,images/tours/Nor-Way_Bussekspress.jpg,200,48,51
tours,RIU Hotels,As you like it,https://www.sloganlist.com/upfile/201901/2019011758786709.png,images/tours/RIU_Hotels.png,228,4,44
tours,Club Med,the false promises of modern life.,https://www.sloganlist.com/upfile/201901/2019010441680141.png,images/tours/Club_Med.png,214,221,233
tours,AccorHotels,Feel Welcome.,https://www.sloganlist.com/upfile/201901/2019010437310345.png,images/tours/AccorHotels.png,228,156,20
tours,Canvas Holidays,It's the best fun work can be!,https://www.sloganlist.com/upfile/201812/2018122139629345.png,images/tours/Canvas_Holidays.png,4,140,172
tours,Youth Hostels(YHA),Be inspired.,https://www.sloganlist.com/upfile/201812/2018122139395721.png,images/tours/Youth_Hostels(YHA).png,63,112,143
tours,Westin Hotels & Resorts,For a better you.,https://www.sloganlist.com/upfile/201812/2018122138817437.png,images/tours/Westin_Hotels_&_Resorts.png,129,114,98
tours,Spanish Tourist Board,Spain Marks.,https://www.sloganlist.com/upfile/201812/2018121843059189.png,images/tours/Spanish_Tourist_Board.png,27,27,27
tours,Singapore Tourism Board,Surprising Singapore.,https://www.sloganlist.com/upfile/201812/2018121842588593.jpg,images/tours/Singapore_Tourism_Board.jpg,20,111,85
tours,Mersey Ferries,Experience a place you'll love.,https://www.sloganlist.com/upfile/201812/2018120557459697.jpg,images/tours/Mersey_Ferries.jpg,33,65,112
tours,Indian Trails,We're going your way.,https://www.sloganlist.com/upfile/201812/2018120556328821.png,images/tours/Indian_Trails.png,94,83,156
tours,Preston Bus,The network for your city.,https://www.sloganlist.com/upfile/201812/2018120555988929.png,images/tours/Preston_Bus.png,9,69,132
tours,Dublin Bus,Serving the entire community.,https://www.sloganlist.com/upfile/201812/2018120555796101.png,images/tours/Dublin_Bus.png,209,198,52
tours,Hurtigruten,A different kind of cruise.,https://www.sloganlist.com/upfile/201811/2018112461782469.jpg,images/tours/Hurtigruten.jpg,214,24,19
tours,Cunard Line,Tradition is back in style.,https://www.sloganlist.com/upfile/201811/2018112460812421.png,images/tours/Cunard_Line.png,236,60,68
tours,Variety Cruises,Small ships. Great cruises!,https://www.sloganlist.com/upfile/201811/2018112460673721.png,images/tours/Variety_Cruises.png,16,95,156
tours,Renaissance Hotels,Itâs business unusual.,https://www.sloganlist.com/upfile/201811/2018110555705781.png,images/tours/Renaissance_Hotels.png,4,4,4
tours,Novotel,Novotel makes my day.,https://www.sloganlist.com/upfile/201811/2018110555607237.png,images/tours/Novotel.png,20,28,84
tours,Marriott Hotels & Resorts,Travel brilliantly.,https://www.sloganlist.com/upfile/201811/2018110555438829.png,images/tours/Marriott_Hotels_&_Resorts.png,164,28,44
tours,Days Inn,Enjoy your bizcation.,https://www.sloganlist.com/upfile/201811/2018110555291533.png,images/tours/Days_Inn.png,15,86,140
tours,Hilton Hotels & Resorts,Travel should take you places.,https://www.sloganlist.com/upfile/201811/2018110555124017.png,images/tours/Hilton_Hotels_&_Resorts.png,28,76,108
tours,Ramada,A very good place to be.,https://www.sloganlist.com/upfile/201811/2018110554810001.png,images/tours/Ramada.png,212,28,68
tours,Festival Cruises,The language of enjoyment.,https://www.sloganlist.com/upfile/201811/2018110554413845.png,images/tours/Festival_Cruises.png,4,68,123
tours,MSC Cruises,The Mediterranean way of life.,https://www.sloganlist.com/upfile/201811/2018110554300937.png,images/tours/MSC_Cruises.png,4,44,100
tours,P&O Cruises,Every day is different.,https://www.sloganlist.com/upfile/202009/2020091153550601.png,images/tours/P&O_Cruises.png,36,100,172
tours,Avalon Waterways,A river cruise unlike any other.,https://www.sloganlist.com/upfile/201811/2018110553882721.png,images/tours/Avalon_Waterways.png,13,79,167
tours,Holland America Line,A signature of excellence.,https://www.sloganlist.com/upfile/202009/2020091153904193.png,images/tours/Holland_America_Line.png,38,50,93
tours,Seabourn Cruise Line,Seabourn. Intimate. Luxury.,https://www.sloganlist.com/upfile/202009/2020091154083933.png,images/tours/Seabourn_Cruise_Line.png,214,187,85
tours,Island Cruises,Relaxed and informal cruising.,https://www.sloganlist.com/upfile/201811/2018110553383829.png,images/tours/Island_Cruises.png,222,212,125
tours,United Van Lines,There's moving. And there's moving United.,https://www.sloganlist.com/upfile/202009/2020091154220001.png,images/tours/United_Van_Lines.png,4,111,187
tours,Sealink,Your shortest road to Ireland.,https://www.sloganlist.com/upfile/201811/2018110543626625.png,images/tours/Sealink.png,212,29,37
tours,SeaFrance,The way to France.,https://www.sloganlist.com/upfile/201811/2018110543550409.png,images/tours/SeaFrance.png,212,4,52
tours,Hoverspeed,Now you're flying.,https://www.sloganlist.com/upfile/201811/2018110543472877.png,images/tours/Hoverspeed.png,236,28,36
tours,DFDS Seaways,Just sail away.,https://www.sloganlist.com/upfile/201811/2018110543384281.png,images/tours/DFDS_Seaways.png,179,191,199
tours,P&O Ferries,You deserve a holiday.,https://www.sloganlist.com/upfile/201811/2018110543305657.png,images/tours/P&O_Ferries.png,4,4,4
tours,Brittany Ferries,The holiday fleet.,https://www.sloganlist.com/upfile/201811/2018110543193157.png,images/tours/Brittany_Ferries.png,36,67,156
tours,Irish Ferries,The low fares ferry company!,https://www.sloganlist.com/upfile/201811/2018110543057985.png,images/tours/Irish_Ferries.png,203,229,234
tours,Condor Ferries,Welcome aboard.,https://www.sloganlist.com/upfile/201811/2018110541331705.png,images/tours/Condor_Ferries.png,4,12,76
tours,Copenhagen Airport,Scandinavia's hub.,https://www.sloganlist.com/upfile/202009/2020091154534889.png,images/tours/Copenhagen_Airport.png,190,174,42
tours,Vienna International Airport,Open for new horizons.,https://www.sloganlist.com/upfile/202009/2020090281699297.png,images/tours/Vienna_International_Airport.png,4,53,125
tours,Munich Airport,Service nonstop.,https://www.sloganlist.com/upfile/202009/2020091154384713.png,images/tours/Munich_Airport.png,180,188,188
tours,Singapore Changi Airport,Enjoy the experience.,https://www.sloganlist.com/upfile/202008/2020083182844873.png,images/tours/Singapore_Changi_Airport.png,225,68,58
tours,Fort LauderdaleâHollywood International Airport,Breeze in. Breeze out.,https://www.sloganlist.com/upfile/202008/2020083182592425.png,images/tours/Fort_LauderdaleâHollywood_International_Airport.png,210,213,214
tours,Cleveland Hopkins International Airport,CLE going places.,https://www.sloganlist.com/upfile/202008/2020083182294833.png,images/tours/Cleveland_Hopkins_International_Airport.png,112,192,65
tours,Newcastle Airport,Your airport.,https://www.sloganlist.com/upfile/202008/2020083182076633.png,images/tours/Newcastle_Airport.png,91,65,143
tours,Leeds Bradford Airport,We'll take you there.,https://www.sloganlist.com/upfile/202008/2020083181861345.png,images/tours/Leeds_Bradford_Airport.png,102,102,107
